file,config,protocol,n,speed,alpha,position,rep,pkt_sent,pkt_recv,pdr,delay_mean_ms,lifetime_mean_ms,lifetime_std_ms,lifetime_min_ms,lifetime_max_ms,lifetime_count,hop_count_avg,network_secure_ratio,secure_ratio_src,cs_mean,cs_std,cs_min,cs_max,cs_count,mcs_mean,mcs_std,mcs_min,mcs_max,mcs_count,link_broken_total,retry_limit_total,hop_limit_drops,no_route_drops
UFRPLS-80veh-a03-e500-rep1-#0.sca,UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,default,1,1000.0,32.0,0.032,33.746002458281,,,,,,2.625,1.0,1.0,2.0591645576354,0.69436690160938,0.11815886813067,5.930520209024,2625.0,1.4669625810211,0.73022916170742,0.0062141009648968,2.6083278256365,32.0,43,43,697,420
UFRPLS-80veh-a03-e700-rep4-#0.sca,UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,default,4,1000.0,94.0,0.094,2.3628732511915,,,,,,3.055,1.0,1.0,2.6595271214486,1.0265468622826,0.27180343995028,4.2275932584842,3055.0,1.2122902052111,0.48885259301076,0.27180343995028,3.0949850379655,94.0,54,54,681,307
UFRPLS-80veh-a03-e900-rep5-#0.sca,UFRPLS-80veh-a03,UFRPLS,80,slow,0.3,default,5,1000.0,43.0,0.043,2.3965418543953,,,,,,3.163,1.0,1.0,2.8907473029964,1.2146916629881,0.014409976881275,5.3243846754363,3163.0,1.35352827794,0.47979372494327,0.25578289438741,2.3254349274993,43.0,56,56,747,263
UFRPLS-80veh-a03-fast-e100-rep2-#0.sca,UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,default,2,1000.0,15.0,0.015,1.0581207872667,,,,,,2.325,1.0,1.0,1.3511887841502,0.60261195009922,0.005341103286213,5.3686132046471,2325.0,1.0009427571182,0.3308576704382,0.20472563322836,1.6849761841783,15.0,5,5,537,750
UFRPLS-80veh-a03-fast-e300-rep3-#0.sca,UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,default,3,1000.0,364.0,0.364,3.2808191486703,,,,,,1.468,1.0,1.0,1.2615273796059,0.23004513870471,0.1669365962226,5.2534780234868,1468.0,1.1870030669383,0.25962832479575,0.013732921084127,2.1741661506713,364.0,28,28,379,414
UFRPLS-80veh-a03-fast-e500-rep1-#0.sca,UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,default,1,1000.0,63.0,0.063,22.446317529856998,,,,,,2.077,1.0,1.0,1.8946851526605,0.49910379592986,0.15494411055993,3.1672456672149,2077.0,1.1942452058539,0.27467775675413,0.61945955320789,2.1207675636377,63.0,133,133,567,372
UFRPLS-80veh-a03-fast-e700-rep4-#0.sca,UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,default,4,1000.0,52.0,0.052,2.1729649177885,,,,,,2.49,1.0,1.0,2.6954535642852,0.89367972369327,0.54368975135133,4.2858449937093,2490.0,1.9210340668568,0.90865330195661,0.34766108019925,3.7802733204574,52.0,144,144,556,336
UFRPLS-80veh-a03-fast-e900-rep5-#0.sca,UFRPLS-80veh-a03-fast,UFRPLS,80,fast,0.3,default,5,1000.0,47.0,0.047,1.6572687508297999,,,,,,2.62,1.0,1.0,3.0025145766488,1.1374774441102,0.35420132891227,5.8219600458779,2620.0,2.3566336104293,1.0832471996481,0.36446118645054,4.3165396332159,47.0,142,142,575,286
UFRPLS-80veh-a05-e100-rep2-#0.sca,UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,default,2,1000.0,24.0,0.024,0.89021917254167,,,,,,5.703,1.0,1.0,2.5554132500954,0.95885066846261,0.1853211641048,6.0703273278411,5703.0,2.1413368903986,0.78895991905567,0.73689790656942,3.0676204149878,24.0,0,0,847,238
UFRPLS-80veh-a05-e300-rep3-#0.sca,UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,default,3,1000.0,31.0,0.031,99.00646628151601,,,,,,2.815,1.0,1.0,2.8825397336774,0.42235450609706,0.30320891050071,5.1062360718193,2815.0,2.6947654827267,0.37116464467518,1.5878544904695,3.427880839532,31.0,1,1,816,300
UFRPLS-80veh-a05-e500-rep1-#0.sca,UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,default,1,1000.0,46.0,0.046,24.876394343391,,,,,,2.181,1.0,1.0,2.800399480979,0.45564284009587,0.073575038488755,5.8160038307813,2181.0,2.7046737120818,0.26173640214808,1.4839444235288,3.1172082828802,46.0,13,13,889,80
UFRPLS-80veh-a05-e700-rep4-#0.sca,UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,default,4,1000.0,93.0,0.093,2.5170685041398,,,,,,2.608,1.0,1.0,3.0684657253006,0.57617984255384,0.015398426024589,4.175192042564,2608.0,2.5780315173759,0.57509973232864,0.015398426024589,3.3242823677269,93.0,47,47,788,108
UFRPLS-80veh-a05-e900-rep5-#0.sca,UFRPLS-80veh-a05,UFRPLS,80,slow,0.5,default,5,1000.0,58.0,0.058,20.587743293534,,,,,,2.955,1.0,1.0,3.3138326152525,0.86682976734917,0.023800259003274,4.989407203097,2955.0,2.7311435571062,0.23225746258276,1.3930867650191,3.0032079780581,58.0,48,48,791,131
UFRPLS-80veh-a05-fast-e100-rep2-#0.sca,UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,default,2,1000.0,20.0,0.02,1.21213318565,,,,,,3.887,1.0,1.0,2.7311460718074,0.84312177809354,0.037587240915741,6.4176733718582,3887.0,2.4488377411049,0.92531621665343,0.52441068233044,3.7406793168268,20.0,0,0,665,493
UFRPLS-80veh-a05-fast-e300-rep3-#0.sca,UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,default,3,1000.0,258.0,0.258,5.908711771186,,,,,,2.418,1.0,1.0,2.851997334132,0.32060626712286,0.88593553581159,4.7635448113898,2418.0,2.5160518716559,0.42919474039085,0.34984436552566,3.482692856716,258.0,11,11,663,120
UFRPLS-80veh-a05-fast-e500-rep1-#0.sca,UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,default,1,1000.0,83.0,0.083,1.8531265747229,,,,,,1.957,1.0,1.0,2.8479573870263,0.33468488395495,0.56584399937327,4.9786635915692,1957.0,2.7628518778748,0.20459645726774,1.7760010435501,3.0920432931613,83.0,67,67,749,140
UFRPLS-80veh-a05-fast-e700-rep4-#0.sca,UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,default,4,1000.0,60.0,0.06,1.6741046095332999,,,,,,2.414,1.0,1.0,3.054875027892,0.51421054173376,0.23999869921521,6.2338981236302,2414.0,2.941416446975,0.28693936776095,2.4366964091806,3.7522230577827,60.0,106,106,712,172
UFRPLS-80veh-a05-fast-e900-rep5-#0.sca,UFRPLS-80veh-a05-fast,UFRPLS,80,fast,0.5,default,5,1000.0,59.0,0.059,19.453346468356,,,,,,2.94,1.0,1.0,3.3349412902276,0.72550683127939,0.25386300596169,5.982278657873,2940.0,2.9942210869762,0.43062466811636,2.3524467814296,4.2776847564244,59.0,105,105,729,113
UFRPLS-80veh-a07-e100-rep2-#0.sca,UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,default,2,1000.0,15.0,0.015,0.91983943786667,,,,,,7.485,1.0,1.0,4.0611247858909,1.830870035328,0.015637138621031,9.5130697010606,7485.0,1.9965239731449,1.5492109090791,0.088826100780551,4.4432137482676,15.0,0,0,896,163
UFRPLS-80veh-a07-e300-rep3-#0.sca,UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,default,3,1000.0,15.0,0.015,0.79002187613333,,,,,,6.486,1.0,1.0,5.9063670150684,1.2693802511604,0.36684398468596,10.080851988347,6486.0,5.7416355314616,0.95952859376908,3.9513076075786,7.1987046120462,15.0,0,0,888,193
UFRPLS-80veh-a07-e500-rep1-#0.sca,UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,default,1,1000.0,22.0,0.022,1.2674750295,,,,,,5.69,1.0,1.0,6.2861762695379,1.240715487786,0.082130299845716,8.7123153308728,5690.0,6.6587331282475,0.39898374967636,5.7936611116146,7.7760395810735,22.0,0,0,959,30
UFRPLS-80veh-a07-e700-rep4-#0.sca,UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,default,4,1000.0,23.0,0.023,1.0695655743043,,,,,,5.474,1.0,1.0,6.3135674923182,1.1356826314661,0.097688114578467,8.3702032299131,5474.0,5.5398688540039,1.7198811980482,0.91344447584143,7.1466051782964,23.0,0,0,952,43
UFRPLS-80veh-a07-e900-rep5-#0.sca,UFRPLS-80veh-a07,UFRPLS,80,slow,0.7,default,5,1000.0,25.0,0.025,0.5636384648,,,,,,5.391,1.0,1.0,6.246177993202,1.338019168059,0.16100494049432,9.4674179410954,5391.0,6.5943727312244,0.43802680029768,5.5279460455301,7.2873717485408,25.0,0,0,939,56
UFRPLS-80veh-a07-fast-e100-rep2-#0.sca,UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,default,2,1000.0,16.0,0.016,2.079609278625,,,,,,5.667,1.0,1.0,5.0331492236955,2.1823415870075,0.034049470910624,10.160499302196,5667.0,2.2547921224168,1.4123283796912,0.020463777832184,4.4332325518395,16.0,0,0,700,436
UFRPLS-80veh-a07-fast-e300-rep3-#0.sca,UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,default,3,1000.0,52.0,0.052,1.9288127374231,,,,,,4.678,1.0,1.0,6.4165473064952,0.97293580029925,0.091502156587467,9.0019291869326,4678.0,3.9088033809592,1.5861298314929,0.091502156587467,6.1087157195971,52.0,0,0,933,29
UFRPLS-80veh-a07-fast-e500-rep1-#0.sca,UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,default,1,1000.0,178.0,0.178,1.2971038056404,,,,,,3.957,1.0,1.0,6.6196677158583,0.82518215607433,0.11521422482267,9.1341059895736,3957.0,6.4497355769419,0.80882622503222,0.12223233076084,7.8812722023636,178.0,0,0,804,36
UFRPLS-80veh-a07-fast-e700-rep4-#0.sca,UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,default,4,1000.0,44.0,0.044,1.6752000157726998,,,,,,4.103,1.0,1.0,6.6177693999315,0.9063647246957,0.18196056761482,10.259880476351,4103.0,6.5661400823605,0.24385041344523,6.1051389718585,7.2417152187498,44.0,0,0,930,48
UFRPLS-80veh-a07-fast-e900-rep5-#0.sca,UFRPLS-80veh-a07-fast,UFRPLS,80,fast,0.7,default,5,1000.0,51.0,0.051,1.5823615277059,,,,,,4.198,1.0,1.0,6.4295163008584,1.1292716830066,0.33068340061195,9.3991149225284,4198.0,6.6124556285079,0.20947910710467,6.0648519979326,7.3474179270541,51.0,0,0,921,55
UFRPLS-80veh-a09-e100-rep2-#0.sca,UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,default,2,1000.0,9.0,0.009,0.540844519,,,,,,7.858,1.0,1.0,4.2713063730895,2.1547690830429,0.029806698399128,13.161653203187,7858.0,1.4411399988047,0.96870443958257,0.50693882187822,3.7178523358939,9.0,0,0,889,192
UFRPLS-80veh-a09-e300-rep3-#0.sca,UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,default,3,1000.0,30.0,0.03,0.90077790413333,,,,,,5.19,1.0,1.0,6.5975370165603,2.1332440035248,0.066071147170639,12.221534558777,5190.0,5.5523206428875,0.86402179667969,3.9925492089453,7.3455668601752,30.0,0,0,878,184
UFRPLS-80veh-a09-e500-rep1-#0.sca,UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,default,1,1000.0,25.0,0.025,0.8156338361200001,,,,,,8.801,1.0,1.0,9.3076421736667,2.6748652737644,0.038055936468183,14.458114939029,8801.0,8.3798557468149,0.46205072757059,7.3244781626034,9.151948488231,25.0,0,0,956,30
UFRPLS-80veh-a09-e700-rep4-#0.sca,UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,default,4,1000.0,26.0,0.026,1.4303110424615,,,,,,8.122,1.0,1.0,10.498601062989,3.1703902247502,0.045261262854055,15.541837851421,8122.0,5.6205705544108,1.9024652614133,0.045261262854055,8.4504992071733,26.0,0,0,950,39
UFRPLS-80veh-a09-e900-rep5-#0.sca,UFRPLS-80veh-a09,UFRPLS,80,slow,0.9,default,5,1000.0,30.0,0.03,0.82315682533333,,,,,,8.015,1.0,1.0,10.151500542536,3.1812682788097,0.66044239036894,16.102612941991,8015.0,6.5431648078955,0.77721169666688,4.0765100156151,7.7195568511687,30.0,0,0,935,50
