file,config,alpha,rep,vehicle,role,mean,std,min,max,count
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,44,relay,4.0289876933134,3.6218874215159,0.0,12.632317629819,22.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,45,relay,1.5774078221975,2.0773593566891,0.0,6.1434076404476,20.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,46,relay,2.4827830383493,2.2928710013545,0.0,6.5922278649456,25.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,47,relay,1.6264254102755,1.8197271706734,0.0,5.6796601793281,21.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,48,relay,0.88445320923538,1.2887950446393,0.0,3.9223387876934,26.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,49,relay,2.0824559729368,2.1088099753648,0.0,6.7340038955049,21.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,50,relay,0.86287360721633,1.5617479758761,0.0,5.9422785929254,16.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,51,relay,1.7648871801638,1.7662997493123,0.0,6.1378046365856,14.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,52,relay,1.730098851211,2.466398265456,0.0,6.1547048066821,15.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,53,relay,1.6710169588385,1.5640815156439,0.0,3.5530782601048,10.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,54,relay,2.9907203946823,3.5337963392724,0.0,8.8322850593323,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,55,relay,1.6679258832464,2.154954361879,0.0,6.2440903589021,11.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,56,relay,1.4101562082739,2.0741168597787,0.0,7.0884523774076,16.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,57,relay,1.6569517808657,2.7591803671159,0.0,7.8338909779498,15.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,58,relay,1.4774939673516,1.221840813385,0.0,3.3213146736729,15.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,59,relay,1.9714600458081,2.5637678097288,0.0,7.3605295149479,19.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,60,relay,1.8310896323155,1.540730522127,0.0,4.0737894493775,17.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,61,relay,1.4326569031279,1.8955653456515,0.0,4.1572463948517,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,62,relay,2.2539420831212,1.9025168434955,0.0,7.5301714603895,30.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,63,relay,3.1428855311478,2.6806392131324,0.0,8.3177252203617,18.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,64,relay,2.2724290435155,2.134641723881,0.0,6.9302262826195,19.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,65,relay,4.5940158782678,2.7812468526549,0.0,9.2476888152299,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,66,relay,3.5817809920531,2.1025250827124,0.0,8.0949804665001,36.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,67,relay,2.1647820666851,2.1831028990747,0.0,7.1678876595992,22.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,68,relay,1.5029349105601,2.9314272880599,0.0,8.9106801962586,14.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,69,relay,1.0343306003065,2.4878592253701,0.0,6.667582629764,7.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,70,relay,0.2485189927147,0.35512331076993,0.0,0.8091182710064,7.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,71,relay,1.9586343383466,1.2565317040838,0.0,5.0142252408008,23.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,72,relay,1.5773001823875,0.97968504254025,0.0,2.9582567365324,24.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,73,relay,2.4675435868544,1.0376096974827,0.0,4.9193178788197,39.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,74,relay,0.349092442534,0.78042036479596,0.0,2.2898329765702,9.0
